1910,51
1911,51
1912,51
1913,51
1914,51
1915,51
1916,51
1917,51
1918,51
1919,51
1920,51
1921,51
1922,51
1923,51
1924,51
1925,51
1926,51
1927,51
1928,51
1929,51
1930,51
1931,51
1932,51
1933,51
1934,51
1935,51
1936,51
1937,51
1938,51
1939,51
1940,51
1941,51
1942,51
1943,51
1944,51
1945,51
1946,51
1947,51
1948,51
1949,51
1950,51
1951,51
1952,51
1953,51
1954,51
1955,51
1956,51
1957,51
1958,51
1959,51
1960,51
1961,51
1962,51
1963,51
1964,51
1965,51
1966,51
1967,51
1968,51
1969,51
1970,51
1971,51
1972,51
1973,51
1974,51
1975,51
1976,51
1977,51
1978,51
1979,51
1980,51
1981,51
1982,51
1983,51
1984,51
1985,51
1986,51
1987,51
1988,51
1989,51
1990,51
1991,51
1992,51
1993,51
1994,51
1995,51
1996,51
1997,51
1998,51
1999,51
2000,51
2001,51
2002,51
2003,51
2004,51
2005,51
2006,51
2007,51
2008,51
2009,51
2010,51
2011,51
2012,51
2013,51
2014,51
2015,51
2016,51
2017,51
2018,51
2019,51
2020,51
2021,51
2022,51
2023,51
2024,51
2025,51
2026,51
2027,51
2028,51
2029,51
2030,51
2031,51
2032,51
2033,51
2034,51
2035,51
2036,51
2037,51
2038,51
2039,51
2040,51
2041,51
2042,51
2043,51
2044,51
2045,51
2046,51
2047,51
2048,51
2049,51
2050,51
2051,51
2052,51
2053,51
2054,51
2055,51
2056,51
2057,51
2058,51
2059,51
2060,51
2061,51
2062,51
2063,51
2064,51
2065,51
2066,51
2067,51
2068,51
2069,51
2070,51
2071,51
2072,51
2073,51
2074,51
2075,51
2076,51
2077,51
2078,51
2079,51
2080,51
2081,51
2082,51
2083,51
2084,51
2085,51
2086,51
2087,51
2088,51
2089,51
2090,51
2091,51
2092,51
2093,51
2094,51
2095,51
2096,51
2097,51
2098,51
2099,51
2100,51
2101,51
2102,51
2103,51
2104,51
2105,51
2106,51
2107,51
2108,51
2109,51
2110,51
2111,51
2112,51
2113,51
2114,51
2115,51
2116,51
2117,51
2118,51
2119,51
2120,51
2121,51
2122,51
2123,51
2124,51
2125,51
2126,51
2127,51
2128,51
2129,51
2130,51
2131,51
2132,51
2133,51
2134,51
2135,51
2136,51
2137,51
2138,51
2139,51
2140,51
2141,51
2142,51
2143,51
2144,51
2145,51
2146,51
2147,51
2148,51
2149,51
2150,51
2151,51
2152,51
2153,51
2154,51
2155,51
2156,51
2157,51
2158,51
2159,51
2160,51
2161,51
2162,51
2163,51
2164,51
2165,51
2166,51
2167,51
2168,51
2169,51
2170,51
2171,51
2172,51
2173,51
2174,51
2175,51
2176,51
2177,51
2178,51
2179,51
2180,51
2181,51
2182,51
2183,51
2184,51
2185,51
2186,51
2187,51
2188,51
2189,51
2190,51
2191,51
2192,51
2193,51
2194,51
2195,51
2196,51
2197,51
2198,51
2199,51
2200,51
2201,51
2202,51
2203,51
2204,51
2205,51
2206,51
2207,51
2208,51
2209,51
2210,51
2211,51
2212,51
2213,51
2214,51
2215,51
2216,51
2217,51
2218,51
2219,51
2220,51
2221,51
2222,51
2223,51
2224,51
2225,51
2226,51
2227,51
2228,51
2229,51
2230,51
2231,51
2232,51
2233,51
2234,51
2235,51
2236,51
2237,51
2238,51
2239,51
2240,51
2241,51
2242,51
2243,51
2244,51
2245,51
2246,51
2247,51
2248,51
2249,51
2250,51
2251,51
2252,51
2253,51
2254,51
2255,51
2256,51
2257,51
2258,51
2259,51
2260,51
2261,51
2262,51
2263,51
2264,51
2265,51
2266,51
2267,51
2268,51
2269,51
2270,51
2271,51
2272,51
2273,51
2274,51
2275,51
2276,51
2277,51
2278,51
2279,51
2280,51
2281,51
2282,51
2283,51
2284,51
2285,51
2286,51
2287,51
2288,51
2289,51
2290,51
2291,51
2292,51
2293,51
2294,51
2295,51
2296,51
2297,51
2298,51
2299,51
2300,51
2301,51
2302,51
2303,51
2304,51
2305,51
2306,51
2307,51
2308,51
2309,51
2310,51
2311,51
2312,51
2313,51
2314,51
2315,51
2316,51
2317,51
2318,51
2319,51
2320,51
2321,51
2322,51
2323,51
2324,51
2325,51
2326,51
2327,51
2328,51
2329,51
2330,51
2331,51
2332,51
2333,51
2334,51
2335,51
2336,51
2337,51
2338,51
2339,51
2340,51
2341,51
2342,51
2343,51
2344,51
2345,51
2346,51
2347,51
2348,51
2349,51
2350,51
2351,51
2352,51
2353,51
2354,51
2355,51
2356,51
2357,51
2358,51
2359,51
2360,51
2361,51
2362,51
2363,51
2364,51
2365,51
2366,51
2367,51
2368,51
2369,51
2370,51
2371,51
2372,51
2373,51
2374,51
2375,51
2376,51
2377,51
2378,51
2379,51
2380,51
2381,51
2382,51
2383,51
2384,51
2385,51
2386,51
2387,51
2388,51
2389,51
2390,51
2391,51
2392,51
2393,51
2394,51
2395,51
2396,51
2397,51
2398,51
2399,51
2400,51
2401,51
2402,51
2403,51
2404,51
2405,51
2406,51
2407,51
2408,51
2409,51
2410,51
2411,51
2412,51
2413,51
2414,51
2415,51
2416,51
2417,51
2418,51
2419,51
2420,51
2421,51
2422,51
2423,51
2424,51
2425,51
2426,51
2427,51
2428,51
2429,51
2430,51
2431,51
2432,51
2433,51
2434,51
2435,51
2436,51
2437,51
2438,51
2439,51
2440,51
2441,51
2442,51
2443,51
2444,51
2445,51
2446,51
2447,51
2448,51
2449,51
2450,51
2451,51
2452,51
2453,51
2454,51
2455,51
2456,51
2457,51
2458,51
2459,51
2460,51
2461,51
2462,51
2463,51
2464,51
2465,51
2466,51
2467,51
2468,51
2469,51
2470,51
2471,51
2472,51
2473,51
2474,51
2475,51
2476,51
2477,51
2478,51
2479,51
2480,51
2481,51
2482,51
2483,51
2484,51
2485,51
2486,51
2487,51
2488,51
2489,51
2490,51
2491,51
2492,51
2493,51
2494,51
2495,51
2496,51
2497,51
2498,51
2499,51
2500,51
2501,51
2502,51
2503,51
2504,51
2505,51
2506,51
2507,51
2508,51
2509,51
2510,51
2511,51
2512,51
2513,51
2514,51
2515,51
2516,51
2517,51
2518,51
2519,51
2520,51
2521,51
2522,51
2523,51
2524,51
2525,51
2526,51
2527,51
2528,51
2529,51
2530,51
2531,51
2532,51
2533,51
2534,51
2535,51
2536,51
2537,51
2538,51
2539,51
2540,51
2541,51
2542,51
2543,51
2544,51
2545,51
2546,51
2547,51
2548,51
2549,51
2550,51
2551,51
2552,51
2553,51
2554,51
2555,51
2556,51
2557,51
2558,51
2559,51
2560,51
2561,51
2562,51
2563,51
2564,51
2565,51
2566,51
2567,51
2568,51
2569,51
2570,51
2571,51
2572,51
2573,51
2574,51
2575,51
2576,51
2577,51
2578,51
2579,51
2580,51
2581,51
2582,51
2583,51
2584,51
2585,51
2586,51
2587,51
2588,51
2589,51
2590,51
2591,51
2592,51
2593,51
2594,51
2595,51
2596,51
2597,51
2598,51
2599,51
2600,51
2601,51
2602,51
2603,51
2604,51
2605,51
2606,51
2607,51
2608,51
2609,51
2610,51
2611,51
2612,51
2613,51
2614,51
2615,51
2616,51
2617,51
2618,51
2619,51
2620,51
2621,51
2622,51
2623,51
2624,51
2625,51
2626,51
2627,51
2628,51
2629,51
2630,51
2631,51
2632,51
2633,51
2634,51
2635,51
2636,51
2637,51
2638,51
2639,51
2640,51
2641,51
2642,51
2643,51
2644,51
2645,51
2646,51
2647,51
2648,51
2649,51
2650,51
2651,51
2652,51
2653,51
2654,51
2655,51
2656,51
2657,51
2658,51
2659,51
2660,51
2661,51
2662,51
2663,51
2664,51
2665,51
2666,51
2667,51
2668,51
2669,51
2670,51
2671,51
2672,51
2673,51
2674,51
2675,51
2676,51
2677,51
2678,51
2679,51
2680,51
2681,51
2682,51
2683,51
2684,51
2685,51
2686,51
2687,51
2688,51
2689,51
2690,51
2691,51
2692,51
2693,51
2694,51
2695,51
2696,51
2697,51
2698,51
2699,51
2700,51
2701,51
2702,51
2703,51
2704,51
2705,51
2706,51
2707,51
2708,51
2709,51
2710,51
2711,51
2712,51
2713,51
2714,51
2715,51
2716,51
2717,51
2718,51
2719,51
2720,51
2721,51
2722,51
2723,51
2724,51
2725,51
2726,51
2727,51
2728,51
2729,51
2730,51
2731,51
2732,51
2733,51
2734,51
2735,51
2736,51
2737,51
2738,51
2739,51
2740,51
2741,51
2742,51
2743,51
2744,51
2745,51
2746,51
2747,51
2748,51
2749,51
2750,51
2751,51
2752,51
2753,51
2754,51
2755,51
2756,51
2757,51
2758,51
2759,51
2760,51
2761,51
2762,51
2763,51
2764,51
2765,51
2766,51
2767,51
2768,51
2769,51
2770,51
2771,51
2772,51
2773,51
2774,51
2775,51
2776,51
2777,51
2778,51
2779,51
2780,51
2781,51
2782,51
2783,51
2784,51
2785,51
2786,51
2787,51
2788,51
2789,51
2790,51
2791,51
2792,51
2793,51
2794,51
2795,51
2796,51
2797,51
2798,51
2799,51
2800,51
2801,51
2802,51
2803,51
2804,51
2805,51
2806,51
2807,51
2808,51
2809,51
2810,51
2811,51
2812,51
2813,51
2814,51
2815,51
2816,51
2817,51
2818,51
2819,51
2820,51
2821,51
2822,51
2823,51
2824,51
2825,51
2826,51
2827,51
2828,51
2829,51
2830,51
2831,51
2832,51
2833,51
2834,51
2835,51
2836,51
2837,51
2838,51
2839,51
2840,51
2841,51
2842,51
2843,51
2844,51
2845,51
2846,51
2847,51
2848,51
2849,51
2850,51
2851,51
2852,51
2853,51
2854,51
2855,51
2856,51
2857,51
2858,51
2859,51
2860,51
2861,51
2862,51
2863,51
2864,51
2865,51
2866,51
2867,51
2868,51
2869,51
2870,51
2871,51
2872,51
2873,51
2874,51
2875,51
2876,51
2877,51
2878,51
2879,51
2880,51
2881,51
2882,51
2883,51
2884,51
2885,51
2886,51
2887,51
2888,51
2889,51
2890,51
2891,51
2892,51
2893,51
2894,51
2895,51
2896,51
2897,51
2898,51
2899,51
2900,51
2901,51
2902,51
2903,51
2904,51
2905,51
2906,51
2907,51
2908,51
2909,51
2910,51
2911,51
2912,51
2913,51
2914,51
2915,51
2916,51
2917,51
2918,51
2919,51
2920,51
2921,51
2922,51
2923,51
2924,51
2925,51
2926,51
2927,51
2928,51
2929,51
2930,51
2931,51
2932,51
2933,51
2934,51
2935,51
2936,51
2937,51
2938,51
2939,51
2940,51
2941,51
2942,51
2943,51
2944,51
2945,51
2946,51
2947,51
2948,51
2949,51
2950,51
2951,51
2952,51
2953,51
2954,51
2955,51
2956,51
2957,51
2958,51
2959,51
2960,51
2961,51
2962,51
2963,51
2964,51
2965,51
2966,51
2967,51
2968,51
2969,51
2970,51
2971,51
2972,51
2973,51
2974,51
2975,51
2976,51
2977,51
2978,51
2979,51
2980,51
2981,51
2982,51
2983,51
2984,51
2985,51
2986,51
2987,51
2988,51
2989,51
2990,51
2991,51
2992,51
2993,51
2994,51
2995,51
2996,51
2997,51
2998,51
2999,51
